doc_index,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,doc_id,article_id,title,year,source_database,genus_raw,genus_for_stm,mentioned_genera,journal,doi
64,0.007892253274561037,0.012510948421557876,0.005512716043823233,0.8039369390389467,0.0050496807061587165,0.12889900238922689,0.01924491286964287,0.006185904907669839,0.002156160860799516,0.008611481487613325,64,64,The mitochondrial genome of Melipona fasciculata and Melipona quadrifasciata: molecular evolution dynamics in stingless bees (Hymenoptera: Meliponini) mitogenomes,2025,Scopus,Multiple,Multiple,Lepidotrigona; Melipona; Tetragonula,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.2025.2477412
65,0.003059220977610643,0.8756358835538887,0.007351938397270796,0.013519542186569507,5.960709468941375e-4,0.08745598870278476,0.001090061104481592,7.586988996016563e-4,0.008956791637977834,0.001575803592920254,65,65,"Unveiling the Cultivation-Dependent Gut Bacterial Microbiota in the Feral Stingless Bee, Tetragonula iridipennis Smith (Hymenoptera: Apidae)",2025,Scopus,Tetragonula,Tetragonula,Tetragonula,SOCIOBIOLOGY,10.13102/sociobiology.v72i3.11205
66,0.006191380364382285,1.2994296532218303e-4,0.009051489551339362,0.001496417137409545,5.531167974429835e-4,0.12069439368234032,0.8540455629057757,8.159117872459849e-4,7.385600332253567e-4,0.0062832247755162185,66,66,Evidence for morphological and genetic structuring of Plebeia flavocincta (Apidae: Meliponini) populations in Northeast Brazil,2022,Scopus,Plebeia,Plebeia,Plebeia,FRONTIERS IN ECOLOGY AND EVOLUTION,10.3389/fevo.2022.1057624
67,0.002584773341220698,0.001196017514670953,7.431772431835558e-4,0.982531574685217,0.002357350242620098,0.006234016986328842,2.0430875800730503e-4,0.004128231942402503,1.1951182305077961e-5,8.598104044382301e-6,67,67,Mitochondrial genome characterization of Melipona bicolor: Insights from the control region and gene expression data,2019,Scopus,Melipona,Melipona,Melipona,GENE,10.1016/j.gene.2019.04.042
68,0.008493362414662203,1.6083385704732562e-5,0.004360342786118672,4.2324754833995934e-4,5.767351678266526e-4,0.019321552527064023,0.9505215574451338,0.004004723987853558,3.297821874871652e-5,0.012249416518547813,68,68,Study of microsatellite markers in stingless bees Melipona colimana and M. beecheii from mesoamerica; [Estudio de microsatélites en las abejas sin aguijón Melipona colimana y M. beecheii de mesoamérica],2014,Scopus,Melipona,Melipona,Melipona,ARCHIVOS DE ZOOTECNIA,10.4321/s0004-05922014000100014
69,0.4742889907742587,0.0015708998992797405,6.840047073752546e-4,0.015027280995565332,0.46697228843282945,0.03133989705710574,0.006120900899555131,8.122917447731463e-4,0.0019986016210943864,0.0011848438681631862,69,69,Cytogenomics of Frieseomelitta varia (Hymenoptera: Apidae) and the Sharing of a Satellite DNA Family in Several Neotropical Meliponini Genera,2025,Scopus,Frieseomelitta,Frieseomelitta,Frieseomelitta,GENES,10.3390/genes16010086
70,0.005158553538474499,1.0194090143216196e-4,4.140409873798437e-5,0.0012759202553041095,0.97989106786377,0.0019946435956227303,0.004466928575188276,0.0021867263612125576,4.6203772212401456e-5,0.004836611038045164,70,70,Similarity of heterochromatic regions in the stingless bees (Hymenoptera: Meliponini) revealed by chromosome painting,2014,Scopus,Multiple,Multiple,Melipona; Tetragonisca,CARYOLOGIA,10.1080/0144235x.2014.974349
71,0.0018655574293432737,0.25750009889154774,0.16526499521058585,0.012548637332588881,0.0015095784087594446,0.4994865855827895,0.0037771800687957592,0.02466539935301152,1.2127022305804082e-5,0.03336984070027213,71,71,"Extraction of genomic DNA from Melipona quadrifasciata (Hymenoptera: Apidae, Meliponinae)",1997,Scopus,Multiple,Multiple,Melipona; Scaptotrigona,BRAZILIAN JOURNAL OF GENETICS,10.1590/s0100-84551997000300011
72,0.010298291717698265,0.0017541763440194842,0.009214005668364795,0.001811366203720051,0.004341901778684367,0.3041196077295836,0.5800373322030254,0.003837386734989168,0.0016882303217805328,0.0828977012981343,72,72,Molecular Characterization of the Indigenous Stingless Bees (Tetragonula spp. Complex) Using ISSR Marker from Southern Peninsular India,2018,Scopus,Tetragonula,Tetragonula,Tetragonula,NEOTROPICAL ENTOMOLOGY,10.1007/s13744-017-0538-7
73,0.98151741695516,7.44042316036753e-4,0.003977632837846674,0.004042738703969969,0.001285141160093795,0.0028584216504985737,0.0038833463183003967,8.228189061291006e-4,8.526420727834422e-4,1.579907918189473e-5,73,73,"Phylogenomic insights into the worldwide evolutionary relationships of the stingless bees (Apidae, Meliponini)",2024,Scopus,Multiple,Multiple,Cephalotrigona; Ebaiotrigona; Frieseomelitta; Lepidotrigona; Oxytrigona; Papuatrigona; Paratrigonoides; Pariotrigona; Trichotrigona,MOLECULAR PHYLOGENETICS AND EVOLUTION,10.1016/j.ympev.2024.108219
74,0.0038972270122430886,6.02050754961068e-4,0.060157349407296036,7.788741454617756e-4,2.480818222302237e-4,0.004040933091953529,0.13089753538961021,0.7951293914500656,0.001418499651933461,0.0028300572742453183,74,74,"Diploid males of Scaptotrigona depilis are able to join reproductive aggregations (Apidae, Meliponini)",2015,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,JOURNAL OF HYMENOPTERA RESEARCH,10.3897/jhr.42.4769
75,0.003853221361126501,0.0018112240170030294,0.0018462265413433032,0.3144742136234908,8.605385153724064e-4,0.6705231479332664,0.0042139407243799035,0.0016739374023491376,8.746368226682035e-6,7.348035134422026e-4,75,75,A protocol for isolating insect mitochondrial genomes: A case study of NUMT in Melipona flavolineata (Hymenoptera: Apidae),2016,Scopus,Melipona,Melipona,Melipona,MITOCHONDRIAL DNA,10.3109/19401736.2015.1028049
76,0.0037594270876788187,1.555951057754449e-5,3.9122117177908035e-4,1.9337066405701646e-4,0.00809439458004597,0.044314215877415235,0.3604044150294895,0.0030715551253191293,8.421178357010463e-4,0.5789137231179368,76,76,"Alelle number and heterozigosity for microsatellite loci in different stingless bee species (Hymenoptera: Apidae, Meliponini)",2006,Scopus,Multiple,Multiple,Melipona; Partamona; Plebeia; Scaptotrigona,NEOTROPICAL ENTOMOLOGY,10.1590/s1519-566x2006000500011
77,0.007196926598847349,0.0016777916496997023,2.904664740843487e-4,0.05524909905670439,0.9269394510154636,0.0039132983644888895,0.001122675634617468,0.002574990876059065,7.397236676722947e-4,2.95576662362017e-4,77,77,The extensive amplification of heterochromatin in Melipona bees revealed by high throughput genomic and chromosomal analysis,2021,Scopus,Melipona,Melipona,Melipona,CHROMOSOMA,10.1007/s00412-021-00764-x
78,0.12154807804598723,0.16383250371624422,0.026263124305944026,0.0051687669805927025,0.011475411070530125,0.014876709341007965,0.06825587043360817,0.5770504617876097,0.006278276437720803,0.005250797880754795,78,78,"A Study on Intraspecific Resource Partitioning in the Stingless bee Scaptotrigona mexicana Guérin (Apidae, Meliponini) Using Behavioral and Molecular Techniques",2016,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,NEOTROPICAL ENTOMOLOGY,10.1007/s13744-016-0404-z
79,0.10813192934285484,0.0024703117304292243,0.7735782665400944,0.0050897280900658965,3.948146281706368e-5,0.029605059746035993,0.0730848956142984,0.002686537689595575,0.005201356819676454,1.1243296413230201e-4,79,79,Unraveling genetic parameters for the corbicular area of Tetragonisca angustula (Hymenoptera: Apidae),2024,Scopus,Tetragonisca,Tetragonisca,Tetragonisca,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.2022.2077545
80,4.1176170758874936e-5,7.863234361866668e-4,0.002435772189337837,3.237843579813747e-5,0.004100392090776461,0.0033941772568239995,0.01418895670016814,0.0062527890376555305,6.541925169816073e-6,0.9687614927573245,80,80,"Glucose phosphate isomerase, malate dehydrogenase and isocitrate dehydrogenase allozyme variation in the stingless bee, trigona (tetragonula) fuscobalteata (insecta: hymenoptera: apidae), from peninsular malaysia",1987,Scopus,Multiple,Multiple,Tetragonula; Trigona,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY -- PART B: BIOCHEMISTRY AND,10.1016/0305-0491(87)90037-x
81,0.005519760038232504,2.729952545020174e-5,0.00321003325470497,1.9375634347230545e-4,7.105565341180405e-4,0.017713983291544385,0.9515301344962535,0.0028716138173409786,7.792393227810018e-5,0.018144938766604828,81,81,Isolation and characterization of ten microsatellite loci in stingless bee Trigona spinipes (Apidae: Meliponini),2015,Scopus,Multiple,Multiple,Frieseomelitta; Partamona; Tetragonisca; Trigona,ENTOMOLOGICAL SCIENCE,10.1111/ens.12095
82,0.009179866722315508,3.422636912667352e-4,0.007804341233452175,0.06248576731665273,0.004602693096735484,0.13882966575176814,0.6347650722988273,0.04954020154572211,7.937701130878679e-5,0.09237075133195104,82,82,Molecular genetic diversity in populations of the stingless bee Plebeia remota: A case study,2013,Scopus,Plebeia,Plebeia,Plebeia,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572013000100017
83,6.93542486353534e-4,1.0290202539411759e-4,4.409683299810577e-5,6.196752928844399e-4,0.981421186930281,0.0012975099610225975,7.456843385564699e-4,0.002221217532363308,5.673317046786456e-7,0.012853617268441515,83,83,"Karyotypes and heterochromatin variation (C-bands) in Melipona species (Hymenoptera, Apidae, Meliponinae)",1998,Scopus,Melipona,Melipona,Melipona,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47571998000100008
84,0.0010049061354866376,0.003349202149881396,0.02700357777675738,9.009694701912062e-5,9.78159812476825e-4,0.0013678027070309106,0.0032389125850331773,0.0030549326981182826,0.9594308937033067,4.815154848895006e-4,84,84,Temporal changes in the microbiome of stingless bee foragers following colony relocation,2021,Scopus,Tetragonula,Tetragonula,Tetragonula,FEMS MICROBIOLOGY ECOLOGY,10.1093/femsec/fiaa236
85,0.009455324521553364,1.0857202082554401e-4,0.04099776701962685,2.0545881197835133e-4,0.0012844881305374676,0.0031507388273259887,0.6259227019010336,0.24986442842704948,0.04884262425180017,0.02016789608826923,85,85,Outbreeding and lack of temporal genetic structure in a drone congregation of the neotropical stingless bee Scaptotrigona mexicana,2012,Scopus,Scaptotrigona,Scaptotrigona,Scaptotrigona,ECOLOGY AND EVOLUTION,10.1002/ece3.203
86,6.266289264843776e-5,0.0016125567240268478,0.003852715896375103,5.0061646705819823e-5,0.005021507918718943,0.00323953139105562,0.013028407155533274,0.008847009586148596,3.307751608733996e-5,0.9642524692726999,86,86,"Proportion of males sons-of-the-queen and sons-of-workers in Plebeia droryana (Hymenoptera, Apidae) estimated from data of an MDH isozymic polymorphic system",1984,Scopus,Plebeia,Plebeia,Plebeia,GENETICA,10.1007/bf00122905
87,0.00972759542659172,4.0801417427388944e-5,2.826066443554313e-4,0.0018356369814231332,0.3789076696161967,0.017684574339190684,0.16734944070743074,0.11583348819835314,0.0031117664894289576,0.3052264201796021,87,87,"Development of a SCAR marker for the analysis of B chromosome presence in Partamona helleri (Hymenoptera, Apidae)",2007,Scopus,Partamona,Partamona,Partamona,CYTOGENETIC AND GENOME RESEARCH,10.1159/000097430
88,0.0017399981276883978,0.004740683151077262,0.9776393540268034,0.0014920491186682968,8.754538094679481e-7,0.004814052837062831,0.0034524216768319245,0.0012433266318419528,0.004865020469681614,1.2218506534443537e-5,88,88,Viruses in Brazilian stingless bees,2024,Scopus,Multiple,Multiple,Melipona; Nannotrigona; Partamona; Scaptotrigona; Tetragonisca; Trigona,JOURNAL OF APICULTURAL RESEARCH,10.1080/00218839.2024.2317066
89,0.0010294505175634443,1.71409239857543e-5,6.648224080937176e-4,5.1524662323493505e-5,0.0023411129741827547,0.005641373216940874,0.53162862675523,0.016005364312253918,4.2387373937639037e-4,0.4421967104900496,89,89,"Gene variation, population differentiation, and sociogenetic structure of nests of partamona seridoensis (Hymenoptera: Apidae, Meliponini)",2012,Scopus,Partamona,Partamona,Partamona,BIOCHEMICAL GENETICS,10.1007/s10528-011-9465-1
90,0.0013279463323153157,0.006920471620502547,0.043096600859885904,1.6553587885973842e-4,5.465280652080378e-4,0.00157723059904136,0.003217293665125627,0.003956697930423419,0.9388539484116565,3.3774663698116626e-4,90,90,The Insecticide Imidacloprid Decreases Nannotrigona Stingless Bee Survival and Food Consumption and Modulates the Expression of Detoxification and Immune-Related Genes,2022,Scopus,Nannotrigona,Other_rare_genera,Nannotrigona,INSECTS,10.3390/insects13110972
91,0.8159512248184035,1.588411602861074e-4,0.004558842438617434,0.0031543824977874058,0.0021407377130368663,0.005276531004986419,0.16500231901041462,0.0020312257643895055,0.0012179940100125383,5.07901582065562e-4,91,91,"Molecular species delimitation and historical biogeography among species of the genus Partamona (Hymenoptera: Apidae: Meliponini), with emphasis on the Eastern group from South America",2025,Scopus,Partamona,Partamona,Partamona,ZOOLOGICAL JOURNAL OF THE LINNEAN SOCIETY,10.1093/zoolinnean/zlaf006
92,0.0026973416455485593,6.49453303955192e-6,5.681836366384517e-4,1.269081929247863e-4,0.00201356572164691,0.024060193309758438,0.6949206063960448,0.0023123506368638407,4.332181833209362e-4,0.2728611377442138,92,92,"Genetic variability in five populations of Partamona helleri (Hymenoptera, Apidae) from Minas Gerais state, Brazil",2010,Scopus,Partamona,Partamona,Partamona,GENETICS AND MOLECULAR BIOLOGY,10.1590/s1415-47572010005000087
93,0.04973315084479039,3.294718918128127e-5,0.003680856160970498,0.001701269036814491,0.002714943374712203,0.0940362625192058,0.8012185034303546,0.002751617111546091,6.683828685697211e-5,0.044063612045567836,93,93,Morphometric and genetic analyses differentiate Mesoamerican populations of the endangered stingless bee Melipona beecheii (Hymenoptera: Meliponidae) and support their conservation as two separate units,2012,Scopus,Melipona,Melipona,Melipona,JOURNAL OF INSECT CONSERVATION,10.1007/s10841-012-9457-4
94,0.006208924682064162,0.005490430725700122,0.23138875236248183,0.006067183396894011,1.850270434014294e-5,0.6582136007043815,0.08374738757026343,7.478427351558969e-4,0.004929146147145005,0.0031882289715744667,94,94,"DNA Barcoding applied to the identification of Meliponini in the Lençóis Maranhenses microregion, Brazil; [DNA Barcoding aplicado à identificação de meliponíneos na microrregião Lençóis Maranhenses, Brasil]",2025,Scopus,Melipona,Melipona,Melipona,BRAZILIAN JOURNAL OF BIOLOGY,10.1590/1519-6984.295935
95,0.5181864771728478,7.356170568039769e-4,7.158550443037298e-4,0.004497177578704441,0.4652229713411281,0.002141684808154456,0.004814812839405334,0.002423038899581957,0.0011384400087221136,1.2392525034836266e-4,95,95,Robertsonian rearrangements in Neotropical Meliponini karyotype evolution (Hymenoptera: Apidae: Meliponini),2021,Scopus,Melipona,Melipona,Melipona,INSECT MOLECULAR BIOLOGY,10.1111/imb.12702
96,0.004699440626269208,1.4980681084112794e-6,4.672283731066292e-4,7.65275180199709e-5,0.0013620473831310734,0.009133126085131057,0.8946072066065648,0.0022373879421883195,3.918779266619515e-4,0.08702365947081864,96,96,"Microsatellite loci for an endemic stingless bee Melipona seminigra merrillae (Apidae, meliponini) from Amazon",2009,Scopus,Melipona,Melipona,Melipona,CONSERVATION GENETICS RESOURCES,10.1007/s12686-009-9113-9
97,0.005554339705089944,0.002244929905086839,0.09868269622703046,0.0761068101203989,9.072625940134277e-4,0.7712620094567644,0.02204322062793675,0.00925479814105888,1.153497282485449e-5,0.013932398249795258,97,97,Mitochondrial DNA characterization of five species of Plebeia (Apidae: Meliponini): RFLP and restriction maps,2001,Scopus,Multiple,Multiple,Plebeia; Scaptotrigona,APIDOLOGIE,10.1051/apido:2001132
98,0.026744710529930913,0.002095925089163211,0.02522732470265551,0.012649834726000573,0.002144501914622283,0.023701194581849147,0.08551616605594098,0.7977164491244497,0.021780335712108575,0.0024235575632791553,98,98,Shifting range in a stingless bee leads to pre-mating reproductive interference between species,2023,Scopus,Tetragonula,Tetragonula,Tetragonula,CONSERVATION GENETICS,10.1007/s10592-023-01512-7
99,0.004316339760064033,4.7085583058032447e-4,9.606551422415493e-5,0.0016072554247936151,0.9856050994532979,0.0021717699351906797,0.0023454319106620486,0.0019728492330891734,4.3401655635620797e-4,9.803163817415144e-4,99,99,"Karyotypic description of the stingless bee Melipona quinquefasciata Lepeletier, 1836 (Hymenoptera, Meliponini) with emphasis on the presence of B chromosomes",2018,Scopus,Melipona,Melipona,Melipona,COMPARATIVE CYTOGENETICS,10.3897/compcytogen.v12i4.29165
100,0.0028423806591173152,4.483440075057963e-6,0.0011509999633857468,8.404663210347894e-5,9.032344688476398e-4,0.006606615672089092,0.9439752268266858,0.0023839425258019666,3.720014458506489e-5,0.0420118696673089,100,100,"Genetic variability and population structure in Melipona scutellaris (Hymenoptera: Apidae) from Bahia, Brazil, based on molecular markers",2013,Scopus,Melipona,Melipona,Melipona,APIDOLOGIE,10.1007/s13592-013-0220-y
101,0.013926030465504348,4.884374976162867e-4,0.040720206227691076,0.0016071178843053739,0.0013123245130202735,0.003944064273246141,0.46575823798339566,0.4601213719247667,0.009763199804379025,0.002359009426074569,101,101,Males Are Capable of Long-Distance Dispersal in a Social Bee,2022,Scopus,Tetragonula,Tetragonula,Tetragonula,FRONTIERS IN ECOLOGY AND EVOLUTION,10.3389/fevo.2022.843156
